,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.1765977382659912,0.05316427641341977,0.0029254913330078124,9.953758385850636e-05,0.49993538442848934,balanced,"{'C': np.float64(0.49993538442848934), 'class_weight': 'balanced'}",0.8458090692112922,0.8809279289121963,0.8823269485427829,0.8851429738681146,0.8659988545134313,0.8720411550095635,0.014704160479403415,25,0.8838064507947064,0.8762972084392505,0.877072589145159,0.8711557578983659,0.890249383038335,0.8797162778631632,0.006627781635993924
1,0.1799285888671875,0.04453847124613445,0.0037079334259033205,0.0012095351704890264,4.595628337553174,balanced,"{'C': np.float64(4.595628337553174), 'class_weight': 'balanced'}",0.9222492564027384,0.9363543624449201,0.9400951602423023,0.9445877936435986,0.9400003232033627,0.9366573791873843,0.0076625179679593374,15,0.9406481721873168,0.945184401062329,0.9476853160012292,0.9422737699770668,0.9462951881982916,0.9444173694852467,0.002592137423549009
2,0.17760171890258789,0.04626694146483582,0.005264711380004883,0.0040999297655651,0.21112150953181952,balanced,"{'C': np.float64(0.21112150953181952), 'class_weight': 'balanced'}",0.8225526708285328,0.8457594734251451,0.8485774713956467,0.84775661276014,0.8404441331862906,0.8410180723191509,0.009657471557902142,27,0.8444272665720134,0.8427603132017198,0.8403116165476482,0.8354518458889877,0.8482423185446831,0.8422386721510104,0.004263340918927809
3,0.29266929626464844,0.09270660450776476,0.003618955612182617,0.0013436184061452311,3.924937322739395,balanced,"{'C': np.float64(3.924937322739395), 'class_weight': 'balanced'}",0.9232043662403697,0.9337881232400397,0.9365051110972665,0.9445877936435986,0.9351475627673631,0.9346465913977277,0.006843888573165352,17,0.9422228167797037,0.9416856793635923,0.9459483160742606,0.941178984719397,0.9429216299174904,0.9427914853708887,0.001681003684481142
4,0.3490579128265381,0.04815128288777916,0.0030101776123046876,5.206411097468737e-05,18.55001916621153,balanced,"{'C': np.float64(18.55001916621153), 'class_weight': 'balanced'}",0.9474195624195625,0.9594249502505837,0.9525363201529115,0.9610018820221707,0.9528909504502435,0.9546547330590945,0.004959588058074444,11,0.967917249060615,0.9628758375810017,0.9633503532875882,0.9618160273790529,0.9659249559766049,0.9643768846569726,0.002226908345475032
5,0.297438383102417,0.07567686312105279,0.003032398223876953,0.00015132578785475147,40.48883392400308,,"{'C': np.float64(40.48883392400308), 'class_weight': None}",0.9523085221157147,0.9636703843548592,0.9630823584039958,0.9737339941296588,0.9530965517411655,0.9611783621490787,0.007892642048535176,2,0.9743612565534581,0.9773281486746285,0.9743614786439156,0.9772594188787416,0.9772140878744748,0.9761048781250438,0.001424033664866114
6,0.4466534614562988,0.04088118257794752,0.004837179183959961,0.002211386585340963,15.189775789374398,,"{'C': np.float64(15.189775789374398), 'class_weight': None}",0.9614318127404063,0.9510837659058252,0.9508010374806154,0.9698829905582612,0.9446551686903275,0.9555709550750873,0.008957961655882002,10,0.9686591474928229,0.9673066746540792,0.972563257232812,0.968944729476183,0.9667602355693495,0.9688468088850494,0.0020289206595175075
7,0.15062460899353028,0.048121643962498205,0.0033356189727783204,0.0003721482192107032,0.48264522791941017,balanced,"{'C': np.float64(0.48264522791941017), 'class_weight': 'balanced'}",0.8484973401390254,0.8809279289121963,0.8803953691813144,0.8851429738681146,0.8659988545134313,0.8721924933228165,0.013499121451003555,24,0.8814352006051985,0.87551097002089,0.8747844189633609,0.8681905357883458,0.8858673738807896,0.8771576998517169,0.006048299712132737
8,0.20682272911071778,0.030395823094076808,0.0036276817321777345,0.0012433153102897542,1.5534289397674212,,"{'C': np.float64(1.5534289397674212), 'class_weight': None}",0.9333515232216861,0.9230396377822245,0.928324006743813,0.9401653176359632,0.8738394379004397,0.9197439846568253,0.023638534082655555,21,0.9280669174630428,0.925608801084187,0.9276044758052976,0.9227407178188097,0.9373002798817001,0.9282642384106075,0.004892543200454731
9,0.23595118522644043,0.06553183858236365,0.004969215393066407,0.0038175852411544676,1.491413512450327,balanced,"{'C': np.float64(1.491413512450327), 'class_weight': 'balanced'}",0.89296117187719,0.920090354653185,0.9241129673625291,0.9163283031829618,0.9024288936438474,0.9111843381439428,0.011676202782045154,22,0.9215811364509845,0.9167736492985021,0.9161559157056547,0.913274526554547,0.9239363736479813,0.9183443203315338,0.0038654099427324774
10,0.468828010559082,0.08529609284570869,0.0038290977478027343,0.0013011640916874392,154.74774437658576,,"{'C': np.float64(154.74774437658576), 'class_weight': None}",0.9549214900568793,0.9663671091407805,0.9606207453180963,0.9798786696080096,0.963923389033409,0.965142280631435,0.008307296831492773,1,0.9851326161701608,0.9865844243521938,0.985177422654219,0.9830933001093981,0.9829597949910975,0.984589511655414,0.0013794856955119017
11,0.21568140983581544,0.02563793135400454,0.0029077529907226562,7.742152829889834e-05,6.358911174350903,balanced,"{'C': np.float64(6.358911174350903), 'class_weight': 'balanced'}",0.9318081428058246,0.9515652565991944,0.9414197820412719,0.9468039890012424,0.9412794629229174,0.9425753266740902,0.006597684743126779,14,0.9512839458805945,0.9522970444815003,0.9538746250345511,0.9477789064803702,0.9536362007481564,0.9517741445250346,0.0022070304872358086
12,0.28751459121704104,0.11180696635415836,0.0030224800109863283,0.00016199607520392552,10.574741782976718,balanced,"{'C': np.float64(10.574741782976718), 'class_weight': 'balanced'}",0.9327802099430742,0.956789951435256,0.9501815787373293,0.9561344629428555,0.9514905108667217,0.9494753427850474,0.008730801947251579,13,0.9606355165476982,0.95744610652207,0.9609830738304933,0.9540288271626004,0.9578651193615326,0.9581917286848789,0.002520161978300808
13,0.08519921302795411,0.02141216818560417,0.0030072212219238283,0.00018970170345340983,0.13666905946173194,balanced,"{'C': np.float64(0.13666905946173194), 'class_weight': 'balanced'}",0.8079931448270129,0.8303836175082014,0.8281336908908151,0.8263986844167479,0.8228643473136635,0.8231546969912882,0.007969041265713888,28,0.8227472315333043,0.822410951979632,0.8222643119619054,0.8166761935119228,0.8295704031961918,0.8227338184365912,0.004092885776396209
14,0.21982808113098146,0.03569696520787854,0.0031702518463134766,0.00014351808317382596,2.9315000774305484,,"{'C': np.float64(2.9315000774305484), 'class_weight': None}",0.941637185021929,0.9409051938089436,0.9353828712185593,0.9524320090520199,0.8972448616612733,0.933520424152545,0.018960220549512283,18,0.9446692338274477,0.944784252862792,0.9478501141424376,0.9462347425117216,0.9517763824815245,0.9470629451651847,0.0026246652566150894
15,0.3033473491668701,0.04065405536017564,0.0031035423278808595,9.826842207880823e-05,18.144695146717662,balanced,"{'C': np.float64(18.144695146717662), 'class_weight': 'balanced'}",0.9400450399076489,0.9594249502505837,0.9565045741211654,0.962321234549747,0.9514905108667217,0.9539572619391734,0.007822726319660717,12,0.9656220827130032,0.9640204394980948,0.9677387334656765,0.961319403655254,0.9662135130739872,0.9649828344812033,0.0021847250093887803
16,0.3269192695617676,0.08288237007588468,0.005869865417480469,0.0015551508112532629,47.68924979817485,balanced,"{'C': np.float64(47.68924979817485), 'class_weight': 'balanced'}",0.9483975102296397,0.9615254434073837,0.9628215501296419,0.9679762349135249,0.9527376339131797,0.958691674518674,0.007109284047551127,5,0.9765162772067945,0.967946900998379,0.9719776868134055,0.9712769048696233,0.9726482729984144,0.9720732085773234,0.0027474059100514293
17,0.39776244163513186,0.1100026094258279,0.003710651397705078,0.0014069145409673304,37.559920097020424,balanced,"{'C': np.float64(37.559920097020424), 'class_weight': 'balanced'}",0.9483153694850476,0.9592480200400993,0.9565045741211654,0.9666835453232946,0.9582137161084529,0.957793045015612,0.005879139442463221,6,0.9724023292428298,0.9711408811964407,0.9754132167831203,0.9674306626910135,0.972393486522965,0.9717561152872738,0.002580165850033003
18,0.3697598934173584,0.09354788966772447,0.003970813751220703,0.0014767354125342963,18.459020870532125,,"{'C': np.float64(18.459020870532125), 'class_weight': None}",0.9567086667970249,0.9523660594790302,0.9548062387144637,0.9698829905582612,0.9543948598826648,0.9576317630862891,0.00627906754437583,8,0.9716896114384187,0.9700889140023744,0.9744292713097211,0.9715558727123006,0.9703813619288485,0.9716290062783328,0.0015348619736766365
19,0.14944581985473632,0.05955519037851962,0.003148317337036133,0.00020605010345281456,0.17410576200153915,,"{'C': np.float64(0.17410576200153915), 'class_weight': None}",0.7884296216118702,0.723857080143561,0.6860992670277174,0.7329846809990596,0.6420024233796826,0.7146746146323781,0.048902300825128496,30,0.6969503985652487,0.7133635543141504,0.7194869203522467,0.7170840621146791,0.7297163618267787,0.7153202594346206,0.010667711192853984
20,0.30033159255981445,0.04908382951309254,0.004326009750366211,0.0014696970942300886,39.5518483161387,,"{'C': np.float64(39.5518483161387), 'class_weight': None}",0.9510288802394787,0.9578284536739575,0.9591330237356438,0.9750538068334679,0.9570113097967293,0.9600110948558556,0.008018690727021197,4,0.9760506409068989,0.9750031306933375,0.9763639489805896,0.9729755952195323,0.9763039416772367,0.9753394514955189,0.0012795745356880617
